CargaID,TipoCarga,PesoCarga,Comprimento,Largura,Altura,DataEntregaPrevista
1581,Granel,9807.53,14.06,2.25,2.17,2022-10-19
1582,Sólido,8877.21,11.38,1.34,1.97,2024-02-12
1583,Granel,3843.66,1.49,0.99,3.62,2025-05-10
1584,Perecível,5765.52,5.17,1.35,3.76,2024-02-22
1585,Perigoso,8769.98,11.23,1.24,1.26,2024-10-19
1586,Frágil,8397.64,2.74,0.5,1.75,2020-06-07
1587,Perigoso,3406.48,4.97,0.58,1.07,2020-06-22
1588,Sólido,7077.2,12.58,2.69,1.55,2020-08-30
1589,Líquido,9352.79,13.93,0.74,2.41,2023-05-06
1590,Perecível,5543.33,5.3,1.7,1.12,2023-10-27
1591,Líquido,8167.37,4.14,1.64,1.73,2024-11-14
1592,Líquido,9996.4,4.78,1.01,0.71,2020-08-23
1593,Líquido,3692.88,6.66,2.77,1.91,2023-01-13
1594,Líquido,5205.36,9.3,1.42,1.11,2022-06-13
1595,Granel,3228.88,3.25,1.56,2.61,2021-06-02
1596,Sólido,5070.89,5.62,2.08,3.65,2021-05-31
1597,Frágil,4698.87,4.9,2.84,2.36,2024-09-08
1598,Sólido,4763.56,1.53,0.7,3.42,2024-07-26
1599,Perigoso,820.43,13.08,1.42,3.41,2022-06-12
1600,Frágil,8070.43,13.81,2.11,2.11,2021-07-15
1601,Líquido,6966.64,10.16,0.92,3.56,2023-02-16
1602,Perecível,1550.85,6.48,2.43,1.83,2025-03-13
1603,Perecível,9989.29,11.15,2.14,1.34,2021-02-24
1604,Sólido,2034.21,13.34,2.34,3.62,2021-02-17
1605,Perecível,7290.47,8.57,0.85,0.95,2020-07-16
1606,Perecível,6384.15,3.33,2.7,1.68,2020-11-04
1607,Granel,6510.5,10.99,1.77,2.94,2021-11-21
1608,Perecível,5515.63,7.89,1.72,2.11,2023-10-13
1609,Líquido,6848.02,10.56,0.89,3.04,2021-03-06
1610,Granel,7677.94,3.53,0.66,0.57,2022-04-25
1611,Frágil,486.36,0.65,0.5,2.49,2021-02-25
1612,Frágil,7466.97,4.83,1.13,0.58,2023-11-12
1613,Perecível,6918.67,2.29,0.69,3.1,2021-08-29
1614,Perecível,7092.71,7.5,2.34,3.48,2022-12-07
1615,Sólido,6629.24,3.39,1.38,3.26,2023-05-19
1616,Frágil,8725.14,14.59,2.29,1.86,2021-01-03
1617,Líquido,5044.96,13.08,1.18,0.58,2020-09-17
1618,Sólido,9162.09,3.93,1.4,3.51,2021-06-26
1619,Sólido,1205.64,7.94,0.89,3.72,2021-04-16
1620,Frágil,1522.65,13.18,2.15,0.52,2022-11-09
1621,Sólido,1652.48,8.23,1.16,0.66,2022-12-28
1622,Perecível,1257.92,5.93,2.89,2.96,2023-12-08
1623,Sólido,8049.17,9.49,1.93,2.37,2023-03-06
1624,Frágil,8068.74,13.82,1.21,2.74,2024-07-07
1625,Líquido,2382.48,11.65,0.54,1.4,2021-06-05
1626,Granel,7311.19,7.85,2.4,3.17,2025-02-23
1627,Perigoso,4800.1,12.88,2.67,3.75,2021-07-30
1628,Sólido,3135.17,4.73,1.07,3.42,2024-08-23
1629,Perigoso,1466.88,10.79,2.59,1.44,2024-11-18
1630,Sólido,6470.94,13.93,2.15,1.13,2020-07-28
1631,Perigoso,3720.16,12.79,1.79,3.91,2024-09-25
1632,Frágil,2653.11,13.57,2.59,2.73,2022-05-05
1633,Perigoso,5646.49,1.6,2.12,1.07,2022-09-19
1634,Sólido,6678.99,7.8,0.5,2.08,2022-05-03
1635,Sólido,5157.99,3.62,2.49,1.11,2023-11-15
1636,Granel,9234.51,2.48,1.02,1.6,2023-06-11
1637,Sólido,8692.93,0.62,1.9,3.61,2025-05-01
1638,Perecível,8437.23,0.81,0.87,1.69,2023-12-10
1639,Perecível,265.76,3.81,1.72,1.7,2023-04-23
1640,Líquido,1438.63,12.14,1.9,2.1,2023-07-10
1641,Granel,8267.05,14.56,1.97,1.28,2022-09-06
1642,Sólido,1708.33,2.74,1.42,1.55,2023-12-27
1643,Granel,7195.7,11.59,1.32,2.96,2022-05-29
1644,Frágil,7813.58,10.17,2.6,1.13,2021-03-15
1645,Perecível,5825.09,11.12,1.04,1.37,2021-08-25
1646,Líquido,2435.37,2.77,1.26,2.78,2023-07-13
1647,Sólido,7491.02,14.39,2.09,2.72,2024-07-28
1648,Líquido,5746.6,9.17,1.6,3.14,2021-07-26
1649,Perecível,2023.09,14.36,2.95,2.59,2022-08-03
1650,Perigoso,7777.95,9.34,1.38,1.92,2024-02-02
1651,Líquido,1046.86,7.9,0.51,0.9,2021-05-05
1652,Perecível,359.79,12.28,2.26,2.26,2024-10-31
1653,Frágil,370.59,12.22,2.64,3.76,2022-09-12
1654,Perigoso,7868.63,8.49,1.59,0.98,2021-07-06
1655,Sólido,5397.95,5.64,2.29,3.06,2021-12-11
1656,Frágil,8932.89,9.68,1.2,2.0,2021-10-25
1657,Líquido,8033.83,14.12,1.78,0.79,2022-06-22
1658,Líquido,3164.92,4.21,2.74,1.89,2021-05-20
1659,Líquido,8998.79,11.27,1.33,3.56,2021-08-07
1660,Granel,3594.26,12.64,1.73,1.06,2020-08-30
1661,Sólido,5194.34,13.29,1.61,1.96,2020-09-23
1662,Perecível,6475.29,10.72,2.67,1.91,2022-06-24
1663,Frágil,5864.97,10.93,2.16,1.1,2023-08-26
1664,Líquido,9026.6,5.49,1.98,1.72,2025-05-15
1665,Frágil,1812.19,11.5,2.23,2.75,2025-05-19
1666,Frágil,2395.85,9.48,2.01,3.57,2024-02-28
1667,Sólido,1227.61,4.17,2.49,1.88,2021-01-13
1668,Sólido,6276.22,13.02,1.34,3.8,2024-04-02
1669,Líquido,1212.57,12.83,1.91,2.28,2022-03-11
1670,Perecível,9384.66,2.99,0.87,1.46,2022-11-09
1671,Líquido,5210.0,3.46,2.78,0.75,2021-09-02
1672,Perigoso,865.13,2.86,2.46,1.68,2023-12-12
1673,Frágil,7800.78,12.16,2.92,3.24,2022-05-19
1674,Frágil,5099.23,0.88,2.3,3.15,2022-05-07
1675,Perecível,254.93,13.91,1.03,1.45,2022-12-28
1676,Líquido,6409.83,5.31,2.68,3.04,2021-09-30
1677,Líquido,8371.52,1.91,1.26,3.93,2020-12-29
1678,Perecível,740.08,10.32,1.16,1.51,2020-10-23
1679,Frágil,7616.06,12.88,0.79,1.09,2022-02-28
1680,Líquido,5105.67,11.84,2.24,1.14,2021-11-14
1681,Sólido,6948.11,9.83,2.09,3.68,2024-04-06
1682,Líquido,6217.28,3.8,1.13,0.52,2021-02-18
1683,Granel,1395.96,12.49,0.71,3.19,2021-10-15
1684,Sólido,9162.59,12.56,2.12,3.11,2021-11-13
1685,Perigoso,656.28,12.31,2.03,1.4,2022-04-13
1686,Líquido,3220.37,5.67,2.48,2.97,2022-08-03
1687,Sólido,312.51,13.18,0.55,2.31,2023-09-26
1688,Perigoso,6645.2,3.44,2.09,1.52,2021-10-18
1689,Perecível,6649.12,13.41,0.57,3.72,2024-03-25
1690,Granel,3823.11,14.66,2.4,3.46,2024-11-13
1691,Perigoso,2794.78,12.27,1.62,2.18,2021-01-14
1692,Sólido,3685.84,9.53,0.61,2.81,2023-11-17
1693,Líquido,625.52,5.98,1.61,1.12,2020-12-28
1694,Frágil,7865.39,13.83,2.35,3.33,2021-05-14
1695,Frágil,8393.29,2.33,1.4,1.11,2022-12-07
1696,Granel,5698.76,12.04,2.72,2.46,2022-04-16
1697,Sólido,3042.11,6.28,1.48,1.79,2023-10-30
1698,Perigoso,746.72,8.9,1.17,2.42,2023-09-24
1699,Perecível,6019.1,14.52,2.67,2.56,2022-09-20
1700,Frágil,3400.31,12.84,2.68,2.75,2024-11-04
1701,Granel,6796.92,9.48,2.34,0.88,2023-01-24
1702,Líquido,9220.34,5.78,1.87,3.3,2024-07-09
1703,Perecível,5359.24,7.77,0.89,1.48,2023-08-14
1704,Sólido,6364.99,7.43,2.64,3.02,2025-05-29
1705,Perigoso,7870.01,0.74,1.49,1.42,2020-07-06
1706,Líquido,8364.7,7.24,2.83,1.49,2024-08-13
1707,Granel,8981.54,1.38,2.05,1.21,2022-09-01
1708,Sólido,2184.2,2.58,0.51,1.35,2023-11-08
1709,Granel,7000.67,1.0,0.51,1.06,2022-06-24
1710,Perecível,1790.21,3.36,0.74,3.85,2025-05-07
1711,Sólido,7101.08,7.89,2.9,0.68,2023-06-25
1712,Frágil,6550.62,4.82,1.81,3.15,2022-12-30
1713,Granel,6961.55,2.52,0.89,1.23,2020-09-03
1714,Perecível,5676.78,7.99,1.51,3.3,2021-01-13
1715,Perigoso,2815.14,14.85,1.98,1.43,2023-05-16
1716,Sólido,7912.95,2.35,2.0,3.81,2020-10-02
1717,Líquido,7252.74,14.52,2.99,3.74,2020-07-05
1718,Sólido,3393.94,9.56,2.05,2.6,2020-11-27
1719,Granel,7996.4,4.26,0.91,0.91,2024-03-01
1720,Frágil,9430.94,14.4,2.02,2.93,2021-12-17
1721,Perecível,5270.97,12.66,1.77,3.76,2021-09-05
1722,Perecível,9522.2,1.33,2.16,2.77,2023-03-10
1723,Líquido,2743.17,8.83,0.86,0.69,2021-09-16
1724,Líquido,1900.73,13.14,0.6,1.85,2022-09-03
1725,Perecível,4297.28,4.78,0.88,1.74,2024-08-07
1726,Perecível,8559.85,7.01,2.74,0.56,2021-12-09
1727,Frágil,2250.61,6.14,1.69,3.41,2025-04-29
1728,Perecível,8457.28,14.84,0.64,3.79,2022-06-11
1729,Granel,2489.1,13.53,0.6,3.9,2021-03-14
1730,Sólido,9389.74,6.07,1.57,2.3,2022-08-11
1731,Líquido,1265.75,13.86,0.96,1.91,2024-09-04
1732,Perigoso,7671.52,10.55,1.89,2.19,2023-08-24
1733,Frágil,3775.01,7.24,0.91,2.61,2024-05-27
1734,Perecível,1696.25,2.79,2.0,2.31,2022-01-28
1735,Líquido,1222.84,9.18,1.49,2.58,2021-05-13
1736,Perecível,76.33,10.33,2.32,2.64,2022-11-22
1737,Frágil,8312.62,10.42,2.22,0.94,2020-10-03
1738,Sólido,1383.58,11.05,2.81,3.78,2023-03-31
1739,Frágil,1916.35,5.03,2.87,2.9,2023-03-22
1740,Sólido,2475.96,11.47,1.43,1.02,2020-11-29
1741,Frágil,241.85,13.46,1.08,1.78,2021-05-16
1742,Frágil,1394.74,4.74,0.76,3.65,2023-05-05
1743,Sólido,6893.5,1.24,2.84,1.96,2025-04-02
1744,Sólido,8681.59,3.28,1.96,1.18,2025-04-12
1745,Perigoso,4180.01,13.07,0.61,2.17,2022-07-30
1746,Frágil,6780.83,3.57,0.88,1.51,2024-08-16
1747,Perecível,4955.74,3.07,1.98,1.76,2022-01-04
1748,Granel,4501.3,5.52,2.52,2.43,2023-06-14
1749,Sólido,287.77,4.52,2.9,1.85,2024-10-05
1750,Sólido,8268.64,14.85,1.96,3.5,2023-06-22
1751,Perigoso,3708.85,12.58,1.08,2.02,2022-05-10
1752,Perigoso,1567.36,5.41,0.82,2.2,2023-01-05
1753,Perigoso,2023.59,1.38,2.58,1.46,2022-02-14
1754,Frágil,8099.49,11.62,2.24,3.99,2023-05-28
1755,Perigoso,4519.47,3.12,1.02,1.56,2024-10-07
1756,Perigoso,3332.29,14.83,2.51,1.61,2022-05-28
1757,Frágil,9920.45,3.55,2.42,1.54,2021-09-29
1758,Sólido,2722.84,14.18,1.01,2.44,2022-02-23
1759,Perecível,1555.67,14.08,2.69,1.01,2022-11-04
1760,Líquido,6100.11,6.17,2.74,2.72,2022-06-29
1761,Granel,3590.42,2.99,2.21,1.06,2023-05-31
1762,Granel,3878.15,12.06,1.16,0.81,2025-03-22
1763,Perecível,158.07,14.62,1.69,4.0,2023-03-10
1764,Líquido,8062.18,2.58,0.5,2.35,2021-07-22
1765,Sólido,1687.91,12.0,1.78,2.89,2025-01-16
1766,Perecível,9018.34,10.39,2.85,3.67,2024-10-04
1767,Líquido,299.07,13.95,1.39,3.63,2023-07-09
1768,Perigoso,6223.2,0.94,1.23,1.19,2020-08-29
1769,Perigoso,1387.87,14.33,0.95,2.74,2022-01-29
1770,Perigoso,2771.73,6.86,0.65,0.97,2023-10-18
1771,Líquido,8103.05,7.04,0.93,2.16,2023-10-26
1772,Sólido,5869.95,9.07,2.27,3.79,2023-08-28
1773,Frágil,2487.52,11.65,0.94,2.82,2023-12-02
1774,Granel,9674.97,5.12,0.81,2.7,2021-03-08
1775,Perigoso,7281.66,8.68,2.22,3.03,2024-04-20
1776,Frágil,4239.88,11.47,1.41,0.61,2021-07-27
1777,Granel,2155.1,3.34,2.12,0.71,2020-07-13
1778,Frágil,7938.73,11.83,1.36,0.85,2023-12-15
1779,Perecível,3527.69,4.49,1.62,3.03,2022-05-09
1780,Perecível,4646.32,8.73,1.72,3.99,2024-07-30
1781,Líquido,2082.69,8.4,1.39,1.97,2020-06-11
1782,Líquido,6318.71,7.77,1.1,2.47,2021-10-15
1783,Granel,2638.58,7.42,0.97,3.53,2021-12-13
1784,Sólido,3811.68,9.86,2.77,1.27,2021-08-15
1785,Perecível,5449.4,3.99,2.01,0.59,2020-07-31
1786,Perigoso,610.28,1.21,0.62,1.78,2024-07-28
1787,Perecível,3800.49,4.1,1.44,3.07,2024-11-24
1788,Granel,4308.43,13.7,0.99,1.3,2023-03-20
1789,Granel,5071.7,5.07,1.1,1.2,2024-11-13
1790,Granel,3881.86,12.46,0.88,3.64,2022-04-22
1791,Perecível,5136.56,4.7,1.47,2.08,2022-06-18
1792,Líquido,6592.05,13.78,1.43,0.88,2021-11-17
1793,Perecível,3213.96,0.79,1.05,0.74,2025-01-21
1794,Frágil,8023.37,10.99,2.58,3.13,2020-09-09
1795,Perecível,9899.61,13.91,2.72,1.92,2024-09-18
1796,Granel,715.02,1.35,0.66,1.97,2021-12-04
1797,Perecível,5490.27,4.51,2.87,2.15,2024-06-30
1798,Granel,328.74,4.4,2.44,3.82,2022-05-19
1799,Sólido,297.07,14.56,0.87,2.77,2021-10-05
1800,Perecível,7633.52,4.27,1.52,2.15,2025-03-31
1801,Frágil,4301.56,4.31,2.18,0.87,2024-05-27
1802,Sólido,8973.16,9.08,1.21,1.95,2022-04-14
1803,Granel,832.84,6.79,0.51,1.14,2025-02-05
1804,Sólido,5746.25,7.71,0.7,3.51,2020-12-24
1805,Líquido,6732.64,11.32,0.57,1.68,2023-04-29
1806,Perecível,7836.66,9.07,0.73,1.57,2022-01-18
1807,Sólido,2131.59,14.95,2.6,2.01,2023-05-28
1808,Líquido,609.71,10.08,1.24,0.57,2024-08-12
1809,Perigoso,8467.07,2.56,2.68,1.31,2022-12-22
1810,Perecível,8517.88,4.88,1.94,1.68,2025-05-27
1811,Granel,4993.2,9.38,1.99,3.81,2025-01-11
1812,Granel,8366.32,10.57,1.4,2.48,2020-09-09
1813,Frágil,5847.63,0.72,1.39,2.04,2024-06-16
1814,Líquido,5578.96,2.15,2.34,1.94,2024-05-20
1815,Perecível,887.28,10.06,2.55,2.81,2023-03-10
1816,Granel,8181.93,9.44,2.06,0.68,2021-10-23
1817,Líquido,6555.61,7.78,1.62,2.02,2020-06-10
1818,Perecível,7708.39,2.74,1.25,2.08,2023-11-24
1819,Líquido,593.02,11.78,0.64,1.68,2023-02-16
1820,Líquido,1616.81,8.6,1.1,1.07,2021-12-20
1821,Líquido,2171.77,9.43,2.36,1.44,2021-06-22
1822,Perigoso,5309.45,14.79,0.75,3.22,2021-06-02
1823,Granel,3427.59,9.37,1.1,1.61,2025-06-03
1824,Perecível,7326.5,1.4,1.76,1.75,2022-09-06
1825,Perigoso,5858.42,5.54,2.29,2.02,2021-04-10
1826,Perecível,53.95,9.53,2.45,1.85,2023-12-01
1827,Perigoso,7155.93,10.07,2.21,3.9,2020-10-28
1828,Perigoso,9375.67,13.65,2.29,2.92,2023-07-10
1829,Perigoso,3727.82,7.52,2.11,1.41,2023-09-19
1830,Líquido,7265.57,9.45,1.45,3.21,2020-12-30
1831,Sólido,3816.86,1.47,0.73,1.24,2021-02-18
1832,Perecível,3856.32,0.74,0.58,0.6,2023-09-04
1833,Perigoso,4449.35,11.78,2.2,0.92,2024-08-23
1834,Sólido,9035.69,7.98,2.63,1.55,2022-02-10
1835,Perecível,8251.18,2.63,2.6,2.56,2021-12-15
1836,Perigoso,795.62,5.32,1.89,2.91,2024-08-06
1837,Líquido,3465.2,10.08,1.94,2.7,2021-06-10
1838,Líquido,6440.35,7.56,2.72,1.33,2021-11-03
1839,Frágil,190.17,11.7,2.21,2.05,2022-08-29
1840,Líquido,6739.25,6.46,2.08,3.17,2021-08-31
1841,Perigoso,510.16,6.59,2.62,3.78,2024-02-12
1842,Perigoso,7250.06,2.43,0.81,2.82,2024-05-24
1843,Perigoso,6045.31,3.12,1.2,3.75,2024-11-03
1844,Granel,3601.38,13.63,0.74,2.77,2020-06-22
1845,Granel,1824.64,6.93,1.24,3.88,2022-10-19
1846,Frágil,9432.33,11.22,1.63,1.12,2020-12-11
1847,Sólido,896.77,11.57,2.72,2.56,2022-08-31
1848,Perecível,806.77,5.58,2.99,2.71,2023-04-08
1849,Granel,7011.69,7.59,0.86,2.36,2025-05-30
1850,Frágil,5621.4,13.23,1.55,3.48,2023-05-21
1851,Sólido,1410.77,3.39,1.0,1.66,2022-02-28
1852,Líquido,694.52,8.31,1.97,2.2,2022-02-01
1853,Frágil,135.66,6.33,2.75,1.89,2025-01-06
1854,Perigoso,8107.61,11.85,2.25,1.45,2021-01-01
1855,Líquido,2044.84,14.19,2.42,0.74,2024-08-13
1856,Frágil,5333.94,3.84,1.32,3.45,2023-08-30
1857,Perigoso,5147.29,3.7,1.53,0.55,2025-04-30
1858,Granel,8041.01,1.53,1.55,1.24,2021-03-22
1859,Líquido,30.31,5.46,1.18,3.62,2024-02-01
1860,Sólido,7.8,9.0,0.54,3.48,2021-07-26
1861,Perigoso,5361.04,1.26,1.08,2.21,2023-05-04
1862,Líquido,2139.36,4.63,2.29,2.34,2024-10-21
1863,Frágil,2008.24,8.02,2.7,2.2,2022-05-12
1864,Sólido,8353.05,13.14,1.47,1.08,2023-09-10
1865,Granel,8035.36,10.86,2.16,2.79,2021-01-11
1866,Granel,2844.53,0.57,2.41,2.03,2023-07-17
1867,Granel,3277.77,4.77,2.9,3.03,2022-09-06
1868,Líquido,1515.91,14.98,1.64,2.5,2025-04-11
1869,Granel,8258.07,7.33,2.44,3.64,2024-03-16
1870,Perigoso,3503.47,13.11,1.2,2.51,2022-03-17
1871,Granel,1353.76,14.92,2.52,3.42,2022-01-28
1872,Líquido,9547.25,6.41,1.97,1.23,2023-05-17
1873,Perigoso,9057.46,10.67,1.76,0.65,2024-06-13
1874,Sólido,4000.72,14.77,1.98,3.56,2020-07-16
1875,Líquido,110.44,14.36,0.85,3.15,2021-01-20
1876,Perigoso,4302.3,4.57,0.9,3.76,2022-02-12
1877,Perecível,102.12,13.49,2.08,2.99,2022-12-09
1878,Granel,825.69,6.99,1.0,1.19,2023-07-01
1879,Frágil,684.81,0.87,2.76,2.5,2022-09-25
1880,Sólido,2000.42,11.13,2.55,2.62,2023-04-07
1881,Líquido,3825.86,12.02,1.23,3.25,2021-06-23
1882,Frágil,9280.12,2.29,1.89,2.89,2025-02-25
1883,Frágil,9965.32,3.53,1.63,3.05,2024-02-13
1884,Líquido,893.59,4.48,0.88,3.3,2022-01-28
1885,Perecível,7270.22,6.15,2.73,1.72,2023-03-30
1886,Sólido,7398.68,2.94,1.72,1.45,2022-04-19
1887,Sólido,3771.71,10.12,2.11,1.2,2020-10-17
1888,Líquido,2989.54,8.62,0.95,0.96,2023-11-23
1889,Perigoso,2042.21,8.42,2.3,2.4,2022-08-21
1890,Frágil,1156.27,5.5,1.67,0.95,2021-06-13
1891,Líquido,7275.96,4.13,2.74,0.72,2023-07-28
1892,Granel,8226.63,5.5,2.74,1.32,2024-04-02
1893,Frágil,6779.75,9.31,2.98,0.81,2023-03-08
1894,Sólido,1300.18,14.69,2.81,2.58,2024-07-13
1895,Sólido,1338.21,9.75,1.29,3.05,2023-07-06
1896,Sólido,7173.49,2.2,1.43,1.66,2025-01-07
1897,Perigoso,257.52,14.83,2.16,0.65,2020-12-17
1898,Líquido,6239.31,14.4,2.43,2.95,2022-04-04
1899,Perecível,3067.07,11.94,0.99,0.9,2022-10-15
1900,Perigoso,3382.58,9.24,2.55,2.43,2024-02-03
1901,Sólido,8094.06,0.9,0.76,1.87,2021-04-08
1902,Líquido,3971.94,9.17,2.6,2.16,2021-04-20
1903,Sólido,9562.32,9.53,2.54,3.94,2021-10-18
1904,Sólido,3438.34,13.16,2.62,3.27,2020-10-20
1905,Sólido,9370.96,0.88,1.05,0.7,2022-11-11
1906,Líquido,9515.3,7.6,2.08,3.34,2024-08-01
1907,Granel,7649.94,1.65,2.75,0.75,2021-11-06
1908,Líquido,790.82,5.67,1.34,3.99,2022-08-17
1909,Perigoso,8590.84,9.72,0.85,3.24,2022-12-19
1910,Líquido,1238.92,13.36,2.99,1.68,2024-06-15
1911,Granel,1077.18,14.86,1.09,1.92,2024-03-21
1912,Granel,4959.05,7.95,2.5,3.92,2020-11-26
1913,Líquido,6871.83,6.78,2.64,2.54,2023-01-01
1914,Perecível,6903.9,10.69,0.51,0.54,2024-01-16
1915,Líquido,5804.99,10.74,1.25,2.39,2021-07-20
1916,Perigoso,9355.49,8.59,1.69,0.6,2024-04-04
1917,Sólido,1822.49,12.91,1.54,3.94,2021-07-10
1918,Granel,6897.85,10.32,1.81,0.55,2024-03-21
1919,Granel,5429.22,14.3,1.84,3.83,2022-10-04
1920,Líquido,6660.49,10.74,0.62,1.78,2022-01-23
1921,Sólido,5430.42,3.98,0.53,1.67,2024-01-07
1922,Sólido,1656.02,1.11,1.74,2.74,2022-12-15
1923,Granel,2017.63,5.13,2.42,3.09,2020-07-19
1924,Sólido,395.01,5.56,1.41,3.69,2023-07-29
1925,Perigoso,5678.25,2.32,0.77,3.65,2022-12-25
1926,Perecível,9090.27,2.41,1.81,1.61,2021-08-15
1927,Perigoso,3980.83,13.09,1.83,0.93,2024-09-11
1928,Líquido,1132.26,11.95,2.46,0.62,2023-06-13
1929,Perecível,9487.62,4.53,2.53,3.45,2021-10-04
1930,Líquido,6838.89,6.72,1.49,0.68,2025-03-05
1931,Sólido,8051.93,6.81,2.35,3.03,2022-04-24
1932,Perecível,1832.04,14.79,1.34,3.15,2025-02-02
1933,Granel,5216.22,13.77,1.94,3.73,2021-06-24
1934,Perigoso,1578.25,13.73,1.89,2.83,2024-12-04
1935,Líquido,2774.97,2.33,0.64,1.55,2020-11-22
1936,Granel,8354.09,1.04,2.34,1.24,2022-02-17
1937,Perigoso,2323.95,3.55,2.47,1.42,2022-04-27
1938,Granel,4915.85,1.64,1.1,0.92,2024-10-10
1939,Granel,639.02,9.72,2.56,2.08,2021-09-03
1940,Perigoso,7743.05,2.72,1.54,3.98,2020-08-26
1941,Perigoso,8043.33,5.99,2.46,2.36,2024-11-20
1942,Granel,2618.43,14.05,0.97,3.26,2020-06-12
1943,Sólido,3458.1,7.54,2.11,3.91,2022-04-06
1944,Sólido,766.92,12.11,1.21,1.92,2022-03-09
1945,Sólido,2427.08,12.72,1.99,1.41,2022-03-31
1946,Frágil,8396.55,11.37,2.93,3.37,2024-01-20
1947,Sólido,1600.09,9.09,1.74,0.65,2021-03-26
1948,Sólido,8146.68,3.69,1.98,0.62,2021-06-04
1949,Frágil,7330.71,5.76,1.48,3.71,2022-07-23
1950,Líquido,6126.58,12.86,1.22,1.46,2020-10-09
1951,Líquido,6121.97,8.73,0.81,1.19,2025-04-11
1952,Frágil,7396.15,12.03,1.24,3.91,2024-05-21
1953,Sólido,3895.92,3.07,2.95,1.28,2022-02-17
1954,Líquido,3962.31,9.38,1.72,3.32,2021-07-22
1955,Perigoso,8417.54,8.49,2.07,0.7,2023-05-02
1956,Perecível,3018.41,6.86,2.52,2.09,2023-06-10
1957,Granel,5876.17,10.01,2.16,1.74,2024-06-04
1958,Líquido,8236.98,6.69,1.45,3.49,2023-07-08
1959,Sólido,222.03,0.8,2.54,0.53,2024-04-28
1960,Frágil,4094.01,3.39,2.74,3.12,2020-09-04
1961,Perecível,1984.5,7.45,2.46,2.96,2023-03-28
1962,Líquido,1265.85,6.15,2.25,2.02,2022-01-04
1963,Perigoso,8657.43,1.17,2.77,2.66,2020-12-21
1964,Líquido,9328.21,14.69,0.8,3.49,2023-07-17
1965,Perigoso,6757.8,0.55,2.69,1.12,2023-06-16
1966,Frágil,8003.83,10.84,1.55,3.92,2024-11-08
1967,Líquido,6257.4,10.35,2.08,2.14,2022-05-27
1968,Granel,2136.03,10.65,1.47,3.45,2023-10-23
1969,Frágil,4734.32,3.05,2.33,0.8,2022-07-25
1970,Frágil,1672.87,9.91,1.12,2.34,2025-01-24
1971,Perecível,9461.51,14.89,1.46,3.85,2023-12-07
1972,Frágil,7168.4,14.27,1.76,2.25,2023-09-14
1973,Frágil,1736.31,14.92,2.02,3.28,2021-03-17
1974,Perigoso,4453.15,11.98,1.22,2.22,2022-12-29
1975,Sólido,4921.16,5.03,2.02,1.29,2021-03-21
1976,Frágil,5244.45,3.98,1.64,1.32,2025-03-09
1977,Perigoso,314.09,2.25,0.65,1.79,2024-06-22
1978,Sólido,2259.94,5.86,2.9,3.2,2025-03-12
1979,Perigoso,4933.26,13.82,0.79,3.14,2024-07-07
1980,Perecível,449.31,3.24,1.93,1.04,2023-12-07
1981,Granel,7420.58,13.87,1.17,1.35,2022-08-09
1982,Granel,6022.22,1.07,1.52,2.12,2021-03-15
1983,Líquido,205.41,2.78,1.48,1.67,2022-09-18
1984,Sólido,7440.87,6.77,2.04,2.94,2021-12-22
1985,Líquido,1414.77,8.72,2.65,3.62,2022-09-06
1986,Perigoso,6091.33,9.84,1.12,1.69,2021-01-01
1987,Sólido,4893.6,4.97,1.3,2.46,2025-05-17
1988,Sólido,5849.75,9.3,2.01,3.27,2025-01-13
1989,Frágil,8074.34,1.6,2.33,3.87,2023-07-05
1990,Sólido,9695.83,10.48,2.71,1.85,2020-08-14
1991,Granel,1415.46,10.17,2.8,3.47,2024-01-22
1992,Sólido,4183.45,14.26,2.57,2.08,2024-08-29
1993,Sólido,1123.25,1.39,2.23,2.95,2020-10-05
1994,Perigoso,326.16,12.88,2.88,3.46,2023-12-24
1995,Frágil,3837.85,10.92,2.38,2.89,2023-10-12
1996,Frágil,3794.94,7.04,2.94,2.15,2023-12-10
1997,Perecível,8159.13,14.9,2.54,3.91,2021-07-01
1998,Perigoso,5868.88,4.17,2.94,2.75,2022-03-08
1999,Líquido,4010.05,14.04,2.37,0.92,2025-04-10
2000,Perecível,665.02,10.58,2.93,3.3,2022-01-24
2001,Frágil,3109.86,5.84,1.8,0.71,2023-09-16
2002,Líquido,3585.38,1.33,0.67,3.4,2020-12-05
2003,Perecível,6238.45,8.03,2.35,1.89,2024-03-08
2004,Frágil,6791.61,1.02,2.63,2.64,2022-12-24
2005,Granel,3591.35,14.03,0.8,3.74,2025-02-27
2006,Frágil,1253.33,3.43,1.85,0.82,2024-10-29
2007,Líquido,1351.73,9.08,1.12,1.72,2021-09-25
2008,Granel,1055.44,3.39,1.57,3.38,2024-08-14
2009,Sólido,8209.44,4.11,2.6,3.64,2025-03-05
2010,Sólido,9867.84,12.6,1.3,0.87,2023-06-09
2011,Perecível,859.48,3.65,2.94,1.5,2024-03-29
2012,Perecível,2162.51,6.01,2.27,1.26,2021-04-25
2013,Granel,9029.56,4.46,1.03,2.51,2024-11-26
2014,Granel,4442.47,6.18,1.68,3.02,2021-09-16
2015,Perigoso,4892.58,5.06,1.94,1.48,2025-05-16
2016,Granel,4335.27,1.47,1.83,0.68,2021-04-14
2017,Perigoso,8296.14,2.2,1.8,3.66,2023-09-08
