VeiculoID,TipoVeiculo,CapacidadeCarga,DataAquisicao,EstadoVeiculo,PlacaVeiculo
2292,Caminhão,17.08,2018-03-14,Manutenção,NGZ-7D99
2293,Caminhão,13.69,2016-11-10,Usado,NGR-2I03
2294,Carreta,7.89,2017-10-06,Usado,AXJ-7I33
2295,Carreta,1.87,2023-04-12,Usado,LVT-4Q32
2296,Caminhão,23.34,2015-01-10,Novo,ZBB-9A36
2297,Carreta,6.19,2017-01-22,Novo,PHM-6S30
2298,Carro,19.09,2014-12-20,Novo,FSX-5B04
2299,Carreta,17.27,2021-05-25,Usado,NHZ-8Y08
2300,Caminhonete,7.03,2016-11-25,Novo,OKK-3E24
2301,Caminhonete,4.29,2017-02-21,Manutenção,OZS-7W08
2302,Caminhonete,4.64,2024-05-20,Usado,ZNI-1A11
2303,Caminhão,4.25,2014-12-24,Usado,GXT-7T02
2304,Caminhão,18.93,2023-04-30,Novo,KAI-8R71
2305,Caminhonete,17.04,2024-05-23,Usado,ZON-7R45
2306,Caminhão,6.13,2017-03-07,Manutenção,ZIY-9L00
2307,Van,1.36,2020-06-29,Usado,STI-8X14
2308,Carro,29.26,2014-06-10,Manutenção,XBR-4H67
2309,Caminhão,20.96,2014-06-13,Usado,LCZ-1Z75
2310,Caminhão,19.53,2022-08-30,Usado,PNZ-3E87
2311,Carreta,10.14,2024-05-17,Manutenção,QNI-6K44
2312,Van,26.6,2023-12-02,Novo,FFD-0E81
2313,Carro,17.61,2015-02-16,Usado,POZ-2P64
2314,Carreta,14.29,2019-12-24,Usado,EHR-1G77
2315,Van,26.97,2018-05-01,Usado,AGG-0N70
2316,Carreta,13.12,2015-07-28,Manutenção,XKF-5G61
2317,Caminhonete,12.08,2019-12-09,Manutenção,HJO-4O81
2318,Van,13.69,2021-09-22,Novo,LHE-4L70
2319,Caminhonete,2.31,2020-07-12,Manutenção,HBI-2O96
2320,Van,27.31,2016-12-01,Manutenção,WPM-8P37
2321,Van,16.9,2018-02-08,Manutenção,SQF-8N44
2322,Carro,25.04,2021-02-04,Novo,FBN-9P77
2323,Caminhão,21.22,2020-06-17,Manutenção,MGW-3D13
2324,Carreta,24.55,2016-03-23,Novo,DPJ-8P44
2325,Caminhão,16.42,2020-02-21,Usado,KNJ-5E31
2326,Carro,23.6,2017-11-02,Usado,DMW-2O19
2327,Carreta,15.22,2020-01-30,Manutenção,GOJ-7U41
2328,Van,3.87,2016-05-17,Manutenção,VHM-5F33
2329,Carreta,27.35,2017-10-08,Novo,CZW-6J13
2330,Caminhonete,11.15,2014-11-20,Usado,YRG-4Q37
2331,Caminhão,12.49,2023-05-12,Usado,IRK-9D80
2332,Caminhonete,10.94,2024-03-18,Manutenção,TXG-7H26
2333,Carreta,1.29,2020-05-23,Manutenção,YBN-4G25
2334,Caminhonete,8.63,2019-11-20,Novo,ILY-6N71
2335,Carreta,21.13,2016-03-19,Novo,PLV-4R07
2336,Caminhonete,21.54,2021-12-14,Usado,IPX-5B29
2337,Van,8.98,2018-05-16,Manutenção,LPS-3Z60
2338,Carro,3.91,2022-02-24,Usado,RTD-3K79
2339,Van,12.19,2018-07-29,Usado,LKM-2B35
2340,Caminhão,2.57,2021-05-24,Manutenção,SAJ-8Y19
2341,Van,11.4,2021-09-19,Usado,ILZ-3O00
2342,Caminhonete,12.25,2024-02-15,Usado,JTA-3F03
2343,Carreta,26.23,2022-09-22,Novo,BFY-5F91
2344,Van,3.6,2023-02-13,Novo,MPT-4X93
2345,Carro,18.17,2023-08-13,Manutenção,TWR-6W93
2346,Caminhonete,5.06,2022-10-27,Manutenção,BMH-8H35
2347,Carreta,14.82,2019-01-27,Manutenção,QCC-9J54
2348,Caminhão,13.77,2016-08-31,Manutenção,UBZ-1V85
2349,Carro,27.61,2020-11-08,Usado,XST-8R15
2350,Van,8.66,2019-07-05,Manutenção,HJI-2W35
2351,Van,9.45,2020-06-20,Manutenção,BKY-3U04
2352,Caminhonete,17.84,2023-11-04,Manutenção,XRS-9G89
2353,Carreta,5.5,2021-01-24,Novo,ORT-2R13
2354,Carro,9.38,2019-02-12,Manutenção,GHQ-2P58
2355,Carro,25.15,2019-07-12,Manutenção,AER-3D98
2356,Carreta,29.34,2016-02-03,Manutenção,ZDD-6Z96
2357,Carreta,15.14,2016-05-27,Novo,GKH-6G33
2358,Caminhão,13.48,2024-04-30,Novo,OQQ-3Z09
2359,Carreta,5.87,2023-02-21,Usado,WKR-5P92
2360,Caminhão,6.75,2023-12-04,Usado,SQS-5U60
2361,Caminhão,3.72,2015-10-12,Usado,CRA-4R63
2362,Van,10.48,2017-07-29,Novo,OOQ-2K14
2363,Carreta,24.85,2022-12-14,Manutenção,MEP-6W37
2364,Caminhão,29.66,2015-07-22,Novo,GPW-5P65
2365,Caminhão,11.69,2021-01-02,Usado,WPV-6D05
2366,Caminhonete,23.57,2015-12-24,Manutenção,IPS-7Y18
2367,Carro,16.85,2018-05-17,Novo,EXT-5K43
2368,Caminhão,8.17,2021-04-14,Novo,THQ-2W28
2369,Carreta,12.58,2024-03-11,Usado,TYB-8R23
2370,Van,17.82,2021-01-24,Manutenção,FLN-8U47
2371,Caminhão,2.76,2021-07-17,Manutenção,ICT-5L14
2372,Carreta,23.22,2019-03-01,Novo,PGW-4B80
2373,Carreta,5.34,2017-09-06,Usado,XZR-7P39
2374,Caminhonete,6.29,2015-08-19,Novo,DNI-6V16
2375,Van,8.99,2021-01-06,Manutenção,LBV-6W56
2376,Carro,6.67,2022-01-24,Manutenção,DXW-5D56
2377,Carreta,3.3,2021-01-19,Usado,BBB-1I54
2378,Carreta,23.03,2017-04-08,Manutenção,EIW-3X79
2379,Van,5.66,2019-11-30,Novo,AHW-9E66
2380,Carreta,9.22,2015-01-09,Novo,FFR-1U72
2381,Caminhão,2.42,2022-04-18,Usado,UWX-7I36
2382,Caminhão,11.3,2019-10-08,Novo,CNL-5C67
2383,Van,20.44,2021-01-23,Novo,SYV-6F15
2384,Caminhonete,5.14,2022-02-22,Usado,SGE-1A69
2385,Carreta,29.01,2024-01-15,Manutenção,ORL-8O20
2386,Caminhonete,26.39,2017-05-30,Novo,PJK-4Z74
2387,Carro,20.45,2024-01-23,Novo,IHJ-6C26
2388,Caminhonete,17.04,2022-06-11,Manutenção,CEN-5X27
2389,Carreta,27.34,2022-12-30,Manutenção,PAB-6B61
2390,Carreta,11.67,2018-09-23,Usado,WYJ-7R06
2391,Carreta,17.03,2017-12-03,Novo,AYR-6I78
2392,Carreta,22.11,2020-02-12,Manutenção,HFN-5W62
2393,Carreta,27.92,2016-03-14,Novo,YXT-4I00
2394,Caminhão,24.7,2015-11-22,Novo,GMS-1C16
2395,Van,29.63,2014-08-13,Novo,PLA-2W83
2396,Caminhão,29.33,2023-08-28,Manutenção,GTK-3O13
2397,Carreta,8.37,2024-01-04,Usado,QOQ-3D09
2398,Carro,23.02,2015-01-18,Manutenção,LVK-3W86
2399,Carreta,29.9,2024-02-28,Usado,TRZ-6U75
2400,Carreta,29.14,2016-03-23,Manutenção,LZX-8N90
2401,Carro,11.26,2022-08-05,Manutenção,LOK-9C77
2402,Carro,26.81,2023-02-17,Manutenção,MFL-6M75
2403,Caminhão,7.89,2020-07-07,Usado,IJL-8J40
2404,Caminhão,22.74,2021-01-27,Manutenção,CZF-4A91
2405,Van,8.0,2015-08-03,Usado,EGG-2F62
2406,Caminhão,8.22,2023-09-09,Manutenção,ZGL-7R45
2407,Caminhonete,18.8,2019-01-16,Usado,XYI-0I14
2408,Caminhão,4.82,2021-11-01,Novo,CGO-8I52
2409,Carreta,14.65,2017-07-29,Novo,QHO-6A99
2410,Van,15.9,2019-08-13,Manutenção,HXS-7M93
2411,Carro,24.24,2014-12-11,Usado,NOT-9Z58
2412,Carreta,18.69,2016-04-20,Manutenção,YOY-2M40
2413,Van,11.51,2014-06-22,Novo,GZH-5X12
2414,Carreta,6.38,2021-06-05,Novo,PRJ-6Y04
2415,Van,25.78,2021-11-03,Manutenção,FYJ-3N62
2416,Carreta,21.46,2024-03-22,Manutenção,UDW-2C72
2417,Caminhão,5.02,2019-09-07,Novo,GXU-8N27
2418,Carro,27.83,2019-08-15,Manutenção,EDI-1G87
2419,Van,16.55,2019-07-29,Novo,AAQ-5L87
2420,Carro,12.83,2021-09-16,Manutenção,LDS-6E63
2421,Caminhão,24.7,2018-11-22,Manutenção,BJE-8D21
2422,Carreta,20.44,2024-04-20,Manutenção,IZO-1V50
2423,Caminhão,26.19,2021-12-07,Manutenção,YUO-2U93
2424,Carro,1.13,2019-03-27,Manutenção,LME-6C80
2425,Caminhão,5.4,2015-11-20,Usado,WAY-7J86
2426,Carro,1.5,2022-08-27,Novo,YNU-6G35
2427,Caminhonete,9.46,2017-03-05,Usado,YIF-3Y88
2428,Van,5.9,2016-05-02,Usado,VVM-0K37
2429,Van,15.12,2021-03-22,Novo,NEI-9D24
2430,Van,9.69,2015-04-17,Usado,YLO-8A90
2431,Carro,19.42,2017-12-26,Manutenção,BYA-1T80
2432,Caminhonete,29.68,2024-03-13,Manutenção,MTK-1X72
2433,Van,5.08,2021-11-14,Novo,MXP-8P27
2434,Caminhonete,22.14,2015-05-17,Novo,DQJ-9H32
2435,Carro,9.04,2019-10-14,Usado,CBM-7V84
2436,Caminhonete,4.16,2015-05-12,Usado,TON-5L85
2437,Caminhão,11.85,2017-02-21,Novo,HBJ-9L57
2438,Van,10.07,2022-07-02,Novo,FPV-3Z62
2439,Caminhão,25.41,2016-03-29,Novo,JVS-0H95
2440,Caminhonete,18.13,2020-11-04,Usado,UUR-3D06
2441,Carro,11.77,2014-10-05,Manutenção,VTA-8D13
2442,Caminhão,2.67,2018-02-10,Novo,CMO-2J88
2443,Caminhonete,3.59,2018-05-03,Usado,RJJ-3M71
2444,Carro,27.8,2014-07-28,Novo,QWX-9Q70
2445,Van,25.02,2016-05-19,Manutenção,KLD-3E51
2446,Van,4.52,2021-01-18,Manutenção,AIW-7N13
2447,Van,21.41,2020-11-02,Novo,KFR-5D23
2448,Caminhão,16.42,2016-03-27,Usado,IZZ-6B77
2449,Carro,14.51,2019-10-30,Manutenção,NIX-0V31
2450,Carro,29.91,2015-08-03,Manutenção,CFF-5I78
2451,Caminhão,27.88,2023-01-08,Usado,RLH-5Z00
2452,Caminhão,23.9,2015-10-26,Usado,FHW-3F74
2453,Carro,27.85,2014-11-29,Usado,ZTH-5I91
2454,Caminhonete,1.54,2019-09-14,Usado,KGN-6Z72
2455,Caminhão,28.89,2017-11-09,Usado,BVB-1H49
2456,Van,10.72,2019-02-01,Usado,XTW-1T35
2457,Caminhão,23.92,2020-02-15,Novo,NZD-4D37
2458,Van,4.09,2022-04-11,Manutenção,KVI-2U54
2459,Caminhão,12.81,2015-02-13,Usado,XDE-5N22
2460,Caminhão,26.51,2023-05-22,Novo,FXB-9M40
2461,Caminhão,5.52,2021-10-09,Novo,KKQ-6H54
2462,Caminhonete,12.49,2024-05-30,Novo,FKW-1S82
2463,Van,29.05,2017-08-09,Usado,DEP-6M18
2464,Carreta,11.32,2019-11-12,Usado,KVJ-0P67
2465,Carreta,11.47,2016-02-16,Manutenção,VCQ-2Q87
2466,Van,18.57,2018-02-23,Novo,HXI-2H33
2467,Caminhão,28.59,2022-04-15,Usado,MHX-8L98
2468,Carro,8.11,2015-10-14,Manutenção,ULI-8H51
2469,Carro,13.45,2022-11-21,Manutenção,ICH-4K31
2470,Carreta,11.7,2022-04-29,Manutenção,LXK-6G53
2471,Caminhonete,5.76,2020-02-08,Usado,EHL-8P66
2472,Caminhonete,27.28,2018-12-06,Usado,TFB-6G55
2473,Carro,8.14,2022-11-15,Novo,TWW-8I72
2474,Carro,5.54,2014-10-13,Novo,WBQ-5U07
2475,Caminhonete,20.48,2020-10-04,Manutenção,AJP-1L52
2476,Carreta,20.78,2017-09-29,Novo,XDX-7Q21
2477,Van,1.76,2023-02-04,Novo,POG-1X13
2478,Carro,21.95,2021-03-03,Manutenção,YPW-5J66
2479,Caminhão,1.84,2017-06-19,Usado,QKL-3Q06
2480,Caminhão,21.47,2014-09-16,Novo,VDO-3F53
2481,Carreta,1.41,2023-07-27,Manutenção,OOP-8P46
2482,Carreta,24.1,2024-03-30,Usado,QDT-5L43
2483,Van,18.83,2021-08-11,Manutenção,ERC-9P86
2484,Caminhonete,8.69,2021-09-11,Usado,LUW-3B81
2485,Van,15.47,2024-03-22,Usado,OKC-4A54
2486,Caminhonete,24.7,2015-02-18,Novo,FNF-4N35
2487,Caminhonete,23.78,2020-05-01,Novo,XYJ-8F90
2488,Caminhão,19.77,2023-12-27,Novo,PCX-1B77
2489,Carro,1.03,2022-04-22,Manutenção,UPX-1A96
2490,Caminhonete,20.26,2017-08-30,Manutenção,YNH-5O04
2491,Caminhão,15.79,2015-11-06,Novo,JIJ-2G16
2492,Carro,18.47,2024-03-28,Manutenção,WTW-8N12
2493,Carreta,28.85,2021-01-13,Novo,WBD-2U56
2494,Van,18.97,2021-01-19,Manutenção,THG-1Y75
2495,Caminhonete,19.81,2021-02-25,Manutenção,AJP-9J26
2496,Carreta,11.92,2023-03-18,Usado,ERI-3O44
2497,Caminhonete,27.51,2021-07-25,Manutenção,XVS-2O22
2498,Carro,13.21,2023-11-08,Novo,SJJ-7Y88
2499,Carro,1.89,2018-12-09,Novo,FOF-6S46
2500,Van,29.41,2018-10-06,Manutenção,XYE-4W59
2501,Caminhão,16.67,2016-06-24,Usado,KSC-3J64
2502,Caminhão,13.34,2022-02-11,Novo,ILL-6B85
2503,Van,3.8,2017-12-05,Manutenção,QXM-9N63
2504,Van,20.34,2016-10-27,Usado,VGU-9E22
2505,Carreta,14.73,2016-01-12,Usado,ACS-5J25
2506,Caminhonete,14.17,2021-05-17,Usado,AZA-8N32
2507,Caminhão,19.7,2020-08-27,Usado,LUQ-3U09
2508,Carro,11.81,2019-08-16,Manutenção,HRC-2N98
2509,Carro,6.11,2015-02-11,Usado,SEW-6X62
2510,Caminhonete,21.26,2017-06-27,Usado,ABB-5I78
2511,Caminhonete,20.8,2018-12-14,Novo,HAE-2Q89
2512,Carreta,27.47,2018-08-19,Manutenção,RNN-8S74
2513,Caminhonete,21.13,2016-10-19,Usado,MDU-0S79
2514,Caminhão,23.67,2018-05-22,Manutenção,PYS-3T65
2515,Carro,12.79,2017-07-22,Usado,XIM-5V80
2516,Carro,14.35,2020-08-10,Manutenção,AJJ-1N69
2517,Carreta,28.72,2015-05-18,Usado,FVB-8I81
2518,Caminhão,22.31,2018-06-09,Manutenção,ONF-1H70
2519,Caminhonete,7.03,2023-08-11,Manutenção,HMN-8Q31
2520,Caminhão,11.32,2019-09-10,Manutenção,TEI-5E55
2521,Van,20.83,2021-01-08,Manutenção,KYE-6V66
2522,Carro,29.53,2017-07-17,Novo,SVL-1B81
2523,Carro,27.29,2021-06-14,Usado,QCY-6U01
2524,Caminhão,4.61,2024-05-01,Manutenção,NWV-6P87
2525,Carreta,22.37,2022-12-13,Manutenção,DYU-3E83
2526,Carreta,20.79,2022-01-05,Usado,BND-8P96
2527,Caminhonete,3.02,2014-10-04,Manutenção,HSP-3X12
2528,Carreta,9.46,2020-02-17,Manutenção,CUW-9Y97
2529,Van,20.06,2023-03-31,Usado,VFX-6K81
2530,Carreta,1.44,2023-09-17,Novo,ATO-7R61
2531,Carreta,24.89,2017-09-21,Manutenção,HXJ-5U16
2532,Caminhão,21.3,2024-01-28,Novo,MDQ-4Z42
2533,Caminhão,12.12,2024-01-10,Novo,TVS-7R69
2534,Caminhão,18.07,2019-02-01,Manutenção,ADV-8E86
2535,Carreta,19.79,2023-09-07,Manutenção,IMZ-2D04
2536,Van,26.39,2017-04-25,Usado,ZQA-6U84
2537,Carreta,13.3,2020-12-11,Manutenção,SFM-2Z42
2538,Caminhão,26.59,2018-02-12,Manutenção,GKB-8J74
2539,Van,29.02,2020-12-07,Usado,HTV-2Y78
2540,Carro,20.79,2017-11-17,Manutenção,DTE-9M97
2541,Caminhão,7.91,2021-03-30,Manutenção,QNF-2T84
2542,Caminhão,18.25,2019-04-17,Manutenção,GMN-0U64
2543,Carreta,29.8,2020-02-08,Usado,BSC-4Q28
2544,Carreta,2.23,2023-03-06,Usado,IWC-2X84
2545,Van,2.35,2020-05-05,Manutenção,ECI-8B44
2546,Carro,27.73,2015-02-04,Usado,NND-7U15
2547,Caminhonete,13.65,2016-06-30,Manutenção,XMQ-8S53
2548,Caminhão,1.85,2014-12-04,Usado,TKZ-3T34
2549,Van,17.79,2015-11-18,Manutenção,BCZ-7H35
2550,Carro,16.06,2014-11-30,Manutenção,GXV-4B87
2551,Carro,18.25,2022-12-12,Novo,KLX-8W88
2552,Caminhonete,5.4,2021-12-02,Novo,HBO-3Q73
2553,Van,9.41,2016-02-26,Usado,MDT-8X15
2554,Van,3.92,2023-07-15,Novo,MFX-4U40
2555,Van,21.05,2021-08-05,Manutenção,ABX-4U58
2556,Caminhonete,18.0,2024-03-04,Manutenção,WNE-6M43
2557,Van,1.47,2020-06-16,Usado,AER-1W76
2558,Caminhonete,18.93,2020-12-25,Novo,TAH-4W96
2559,Carreta,27.09,2023-01-23,Novo,ZEJ-2Y04
2560,Carro,6.83,2014-08-14,Usado,AZT-2J68
2561,Carreta,8.38,2021-09-16,Novo,RGB-6S18
2562,Carreta,28.57,2016-06-30,Manutenção,OPJ-9Z70
2563,Van,18.76,2020-04-09,Novo,IWR-4T68
2564,Van,4.86,2018-12-03,Manutenção,CZT-2D85
2565,Caminhonete,24.71,2024-05-29,Novo,MQK-5J19
2566,Caminhonete,11.59,2023-10-26,Usado,IIQ-9Z19
2567,Van,18.38,2023-12-06,Manutenção,RQT-4F24
2568,Van,16.89,2023-06-05,Manutenção,NAP-9H09
2569,Van,17.17,2024-05-19,Manutenção,IKY-9Q64
2570,Carro,15.63,2022-07-10,Usado,ALY-6B45
2571,Caminhão,3.16,2020-11-08,Novo,QQF-9L35
2572,Caminhonete,21.4,2023-09-29,Manutenção,KJI-6Q49
2573,Caminhonete,28.56,2020-12-23,Novo,XSX-9V20
2574,Caminhão,4.11,2022-08-07,Novo,JIE-6I18
2575,Caminhonete,25.78,2023-11-22,Novo,MJR-5I98
2576,Carro,12.71,2024-05-10,Usado,HJI-8J87
2577,Van,6.47,2021-03-08,Usado,FBU-0N05
2578,Caminhonete,7.78,2017-01-30,Novo,MNR-1H47
2579,Caminhão,20.29,2020-12-21,Manutenção,TFS-5T26
2580,Van,8.87,2021-01-30,Novo,XDA-4C39
2581,Caminhão,2.11,2016-11-20,Usado,TMH-8T71
2582,Carro,14.1,2015-07-16,Manutenção,ZQD-4Q64
2583,Caminhão,4.06,2019-12-25,Novo,GLB-2J15
2584,Caminhão,13.39,2020-09-26,Manutenção,VWV-8H91
2585,Caminhonete,12.11,2014-12-24,Usado,PTE-0T22
2586,Carro,13.28,2015-06-22,Usado,ESQ-9C75
2587,Caminhonete,14.45,2022-12-14,Novo,WDG-1L58
2588,Carreta,27.08,2018-12-25,Usado,PGD-8J88
2589,Caminhonete,17.69,2018-07-16,Usado,VQP-9P33
2590,Carreta,12.01,2016-04-30,Manutenção,EVV-2T26
2591,Van,16.43,2019-11-05,Manutenção,ZXY-4Y72
2592,Carro,20.05,2020-10-30,Manutenção,OFP-0H62
2593,Van,11.89,2016-07-15,Novo,HVW-9Q47
2594,Caminhão,6.77,2018-11-09,Usado,WMX-7N63
2595,Carro,4.55,2019-01-12,Manutenção,HUS-2A97
2596,Caminhonete,4.87,2020-10-03,Novo,YOJ-3J59
2597,Van,15.66,2015-05-21,Usado,CPM-7G80
2598,Carreta,15.91,2016-03-23,Novo,JME-7N14
2599,Carreta,6.01,2021-07-24,Manutenção,SKD-4N03
2600,Caminhão,17.39,2016-03-07,Usado,XUY-2R19
2601,Caminhão,26.02,2017-01-05,Manutenção,NHG-7M49
2602,Carreta,8.76,2019-08-31,Usado,SJE-9R29
2603,Caminhão,13.96,2020-08-15,Manutenção,PVQ-3E82
2604,Caminhonete,21.07,2022-09-06,Novo,OPU-0F11
2605,Van,8.21,2023-03-01,Novo,URW-8R02
2606,Caminhonete,11.05,2015-03-10,Usado,HOD-4G25
2607,Van,16.2,2023-03-27,Usado,IVA-3I23
2608,Carro,16.61,2021-05-24,Usado,DNY-6Q75
2609,Van,15.65,2017-02-17,Novo,XTJ-6Q82
2610,Carro,17.24,2023-07-04,Usado,PVV-2O15
2611,Van,26.57,2019-02-04,Novo,OXL-5I63
2612,Van,13.16,2016-08-29,Manutenção,BPV-4A12
2613,Van,19.56,2016-03-03,Manutenção,BTX-0V44
2614,Carreta,19.55,2020-11-21,Usado,NTQ-9N86
2615,Caminhão,25.27,2023-12-01,Usado,LKV-7Y16
2616,Van,23.89,2017-12-06,Usado,GJU-1O95
2617,Caminhonete,3.77,2020-06-11,Novo,UJP-2B48
2618,Carreta,5.97,2023-06-05,Novo,ACJ-7B67
2619,Carro,18.66,2019-06-12,Usado,TMX-3I24
2620,Caminhão,27.58,2018-03-18,Usado,UCD-1Y13
2621,Caminhão,16.3,2020-11-27,Usado,BAG-8H53
2622,Van,16.18,2019-08-27,Manutenção,WQM-1N04
2623,Carro,28.27,2016-10-15,Novo,KHG-7Q12
2624,Carro,4.06,2020-04-01,Manutenção,CVL-8G02
2625,Caminhão,1.02,2019-10-10,Usado,FTN-5I48
2626,Carro,26.52,2022-08-31,Usado,KVA-9E45
2627,Caminhão,17.71,2021-11-08,Manutenção,NKZ-4H69
2628,Van,5.11,2016-02-02,Manutenção,MIV-1O75
2629,Van,29.01,2020-09-26,Manutenção,RSB-4C09
2630,Caminhão,10.19,2017-02-14,Usado,PJY-6D05
2631,Van,16.11,2019-12-29,Novo,FEH-0U40
2632,Caminhão,21.23,2020-05-27,Usado,HIH-3S31
2633,Caminhão,23.13,2022-04-26,Usado,HEU-4W12
2634,Caminhonete,22.84,2017-07-22,Manutenção,SXP-6L44
2635,Carro,2.78,2015-05-04,Usado,ZZK-8H10
2636,Van,17.87,2022-03-01,Novo,VOS-8A78
2637,Caminhão,10.16,2020-05-14,Manutenção,ZHV-4H39
2638,Carreta,4.58,2016-10-20,Manutenção,JQR-3L86
2639,Carreta,6.73,2018-10-09,Manutenção,EJB-3S34
2640,Carreta,17.08,2018-12-14,Novo,MHM-2Q94
2641,Carreta,11.84,2019-01-24,Manutenção,PBA-8Z29
2642,Van,15.8,2017-04-01,Novo,LWS-5O50
2643,Carro,14.42,2015-07-02,Novo,KDZ-8G75
2644,Carro,26.74,2021-04-11,Usado,ETQ-6S13
2645,Van,25.59,2023-05-19,Novo,POY-2W29
2646,Carreta,7.9,2017-03-11,Manutenção,MHV-0N07
2647,Van,22.51,2022-07-16,Manutenção,NTX-4L79
2648,Carro,19.29,2022-04-20,Novo,JER-2B71
2649,Carreta,1.46,2020-10-05,Usado,SJO-1U16
2650,Van,1.09,2016-03-30,Usado,AQY-4G11
2651,Caminhão,18.46,2015-10-01,Novo,ZUM-6H91
2652,Carreta,16.48,2016-02-21,Manutenção,QAR-6P25
2653,Caminhão,29.55,2022-07-15,Usado,CIJ-9P23
2654,Caminhão,25.18,2018-07-18,Usado,IKK-5X85
2655,Carro,22.21,2014-12-16,Manutenção,TLK-1Z65
2656,Carreta,14.91,2017-02-12,Usado,BOD-8K35
2657,Carreta,18.46,2020-01-24,Manutenção,LBQ-7C35
2658,Caminhonete,11.1,2021-01-27,Usado,MVA-2I72
2659,Caminhão,5.98,2016-11-06,Usado,BXE-2K74
2660,Carreta,20.3,2016-05-20,Manutenção,GDK-0H53
2661,Caminhonete,12.03,2021-09-19,Usado,AVP-2O47
2662,Caminhonete,29.7,2020-07-17,Usado,EUM-9C04
2663,Van,21.13,2016-01-07,Usado,NPC-0F09
2664,Caminhonete,1.65,2019-05-12,Novo,YLF-8J02
2665,Caminhonete,24.41,2020-09-20,Manutenção,OYQ-7G71
2666,Carreta,15.06,2017-06-16,Manutenção,DFS-4W47
2667,Van,6.36,2016-07-01,Usado,UGT-1B72
2668,Carro,6.11,2016-07-12,Usado,YND-5F37
2669,Caminhonete,18.14,2021-05-20,Novo,VPW-6W13
2670,Van,24.63,2022-11-30,Novo,LTA-2L56
2671,Van,12.37,2021-12-10,Manutenção,ZKA-0N72
2672,Caminhão,9.84,2023-02-01,Novo,GOX-5E36
2673,Carreta,10.91,2017-09-28,Novo,AOE-8Y07
2674,Caminhonete,22.41,2024-04-22,Usado,NJO-6J14
2675,Caminhão,23.21,2022-10-23,Usado,JQC-5M51
2676,Carro,21.68,2021-12-03,Manutenção,DCJ-5F03
2677,Van,25.72,2015-12-28,Novo,JKX-2E44
2678,Van,27.72,2020-08-04,Manutenção,CGB-7T28
2679,Van,11.83,2019-06-08,Usado,UHR-7Y82
2680,Caminhão,27.67,2020-07-27,Novo,JTC-0F92
2681,Caminhão,20.95,2021-02-15,Usado,QEL-6F44
2682,Carro,2.06,2018-03-18,Manutenção,HID-6J93
2683,Caminhonete,24.79,2018-01-13,Manutenção,CJQ-5S16
2684,Caminhão,17.29,2016-06-04,Usado,ITZ-2Y95
2685,Caminhonete,10.81,2019-12-22,Usado,LHN-9O61
2686,Caminhão,24.22,2015-02-12,Novo,XYT-0G27
2687,Carro,3.78,2015-08-13,Novo,PRX-7D94
2688,Caminhonete,21.85,2023-07-18,Novo,TFC-5X96
2689,Caminhão,8.89,2014-08-09,Novo,AQY-1J91
2690,Van,26.4,2017-05-20,Novo,MTX-1L33
2691,Van,4.91,2018-09-29,Manutenção,HLZ-3Y72
2692,Van,28.78,2019-02-12,Usado,EBZ-3S50
2693,Caminhão,4.86,2019-03-02,Manutenção,RBJ-2A16
2694,Carreta,14.0,2022-10-10,Novo,BUD-6C12
2695,Carro,14.12,2019-11-06,Manutenção,FNY-7W93
2696,Carro,24.38,2015-03-03,Novo,PZE-9S92
2697,Carro,11.94,2017-04-24,Manutenção,PBF-7P17
2698,Caminhão,1.55,2018-02-07,Manutenção,NBG-6U74
2699,Van,5.74,2016-09-15,Novo,WJL-4R73
2700,Caminhão,25.83,2024-01-08,Usado,NFL-1F42
2701,Carro,24.18,2022-06-22,Usado,DVN-4O90
2702,Van,7.49,2020-03-18,Usado,ISW-1U04
2703,Caminhonete,6.21,2019-06-19,Novo,TPQ-3G63
2704,Carro,8.45,2015-07-29,Manutenção,RCT-7H05
2705,Caminhonete,17.94,2015-06-16,Manutenção,GER-2P10
2706,Caminhonete,14.99,2015-08-26,Manutenção,CDH-8D07
2707,Van,20.67,2018-03-29,Manutenção,TCJ-3R62
2708,Caminhonete,2.13,2021-02-11,Novo,FXY-1Z32
2709,Carreta,5.0,2014-08-28,Manutenção,SMD-4U19
2710,Van,6.23,2022-11-20,Manutenção,BZB-9S52
2711,Caminhão,1.19,2014-12-05,Novo,DIE-3L00
2712,Caminhonete,17.28,2020-08-29,Manutenção,STU-5F74
2713,Caminhão,5.54,2017-08-21,Usado,JIJ-6N03
2714,Carreta,16.76,2016-10-09,Usado,QWF-6S88
2715,Van,8.12,2021-01-05,Usado,LAW-6E77
2716,Carreta,12.91,2015-06-08,Manutenção,KFI-3R43
2717,Caminhão,11.82,2017-03-15,Manutenção,OOT-9N59
2718,Van,29.13,2021-02-18,Manutenção,MFY-9Z10
2719,Caminhonete,29.91,2015-09-07,Usado,ZKW-1M84
2720,Caminhão,20.01,2016-06-07,Manutenção,NDJ-1F23
2721,Carreta,6.62,2021-11-19,Usado,JMM-3Z37
2722,Caminhonete,15.37,2016-05-23,Usado,KDM-6C11
2723,Caminhão,12.39,2018-09-20,Manutenção,KDM-2L27
2724,Van,22.6,2018-06-01,Novo,VCK-0S21
2725,Van,29.33,2014-08-19,Novo,XBA-5Z86
2726,Carreta,10.19,2016-08-26,Usado,AHV-1O62
2727,Carro,7.8,2019-05-06,Usado,EUT-0M03
