AgendamentoID,DataHoraColeta,DataHoraEntrega,MotoristaID,VeiculoID,CargaID
1818,2024-05-30 22:50:06.554705,2024-05-31 22:50:06.554705,4688,2282,9689
1819,2024-04-02 08:56:35.002790,2024-04-03 07:56:35.002790,3153,4499,6100
1820,2023-09-18 16:17:22.948487,2023-09-19 01:17:22.948487,4726,5230,8104
1821,2024-01-15 03:29:20.999160,2024-01-17 06:29:20.999160,7936,1162,624
1822,2023-10-07 16:46:04.195290,2023-10-10 14:46:04.195290,5797,8153,2395
1823,2023-07-05 10:27:26.334926,2023-07-06 03:27:26.334926,8158,1240,7503
1824,2023-12-23 12:09:45.641591,2023-12-24 19:09:45.641591,6936,3318,1392
1825,2024-04-07 04:22:00.170230,2024-04-08 13:22:00.170230,7279,2799,6248
1826,2023-10-02 21:37:42.077135,2023-10-03 17:37:42.077135,7067,8714,8447
1827,2024-03-30 03:45:33.201741,2024-03-31 12:45:33.201741,2262,4839,9543
1828,2024-01-24 08:21:43.065815,2024-01-27 00:21:43.065815,7583,1949,8257
1829,2024-01-11 08:04:44.378567,2024-01-12 13:04:44.378567,9792,1220,4030
1830,2024-04-17 19:45:44.538336,2024-04-19 11:45:44.538336,9549,1451,9064
1831,2023-12-07 12:14:06.575260,2023-12-07 16:14:06.575260,6252,757,1150
1832,2023-11-15 04:50:09.779971,2023-11-15 15:50:09.779971,588,8290,2547
1833,2023-10-14 16:17:38.728107,2023-10-14 18:17:38.728107,5143,3407,4822
1834,2023-10-02 14:41:49.915330,2023-10-05 00:41:49.915330,7746,390,512
1835,2024-02-18 02:27:04.622342,2024-02-18 10:27:04.622342,3886,9078,7649
1836,2023-12-23 18:38:23.621940,2023-12-24 21:38:23.621940,9810,299,5486
1837,2024-01-20 08:00:45.799107,2024-01-20 11:00:45.799107,994,1501,9011
1838,2024-01-10 22:41:06.449276,2024-01-13 19:41:06.449276,8737,7509,369
1839,2023-09-08 01:27:51.888530,2023-09-10 17:27:51.888530,1579,3396,7710
1840,2024-01-20 03:13:09.329542,2024-01-22 07:13:09.329542,680,3107,2337
1841,2024-01-14 10:40:12.493191,2024-01-17 03:40:12.493191,5619,5965,1494
1842,2023-10-23 17:51:04.001560,2023-10-25 00:51:04.001560,9385,5942,2170
1843,2023-07-16 16:41:39.773471,2023-07-18 16:41:39.773471,8049,4578,1590
1844,2023-10-23 18:34:00.317538,2023-10-25 11:34:00.317538,5144,6490,157
1845,2023-08-07 01:30:30.337875,2023-08-08 22:30:30.337875,3958,554,65
1846,2024-01-25 10:26:58.347799,2024-01-25 16:26:58.347799,7906,6665,623
1847,2024-04-11 11:24:42.186596,2024-04-11 17:24:42.186596,1033,8240,870
1848,2024-04-15 08:24:41.284034,2024-04-16 18:24:41.284034,8707,857,7709
1849,2023-09-13 09:58:09.616246,2023-09-15 22:58:09.616246,3715,1457,252
1850,2023-07-26 20:23:33.349220,2023-07-28 11:23:33.349220,7725,8954,5073
1851,2023-11-21 21:30:16.913607,2023-11-23 13:30:16.913607,9712,8802,6654
1852,2023-09-21 03:28:06.069933,2023-09-23 15:28:06.069933,723,3601,1684
1853,2024-04-12 02:56:33.477051,2024-04-13 20:56:33.477051,1337,6083,2594
1854,2024-03-16 11:03:26.180978,2024-03-17 17:03:26.180978,6146,7951,1664
1855,2023-10-28 11:12:19.049179,2023-10-28 15:12:19.049179,8545,8280,860
1856,2024-01-21 09:27:54.466600,2024-01-22 12:27:54.466600,9463,3346,1153
1857,2024-04-16 14:38:42.092140,2024-04-17 09:38:42.092140,2215,5501,8225
1858,2024-03-15 17:03:45.675296,2024-03-16 16:03:45.675296,7562,7091,9796
1859,2024-02-16 10:13:51.876124,2024-02-16 12:13:51.876124,5509,6129,2670
1860,2023-08-23 22:56:47.222409,2023-08-23 23:56:47.222409,5408,9648,7993
1861,2023-11-13 23:03:34.899084,2023-11-14 06:03:34.899084,5374,9118,3243
1862,2024-02-28 05:27:57.783832,2024-02-29 04:27:57.783832,9155,4710,7265
1863,2024-01-30 20:34:04.548230,2024-01-31 04:34:04.548230,5122,3254,3140
1864,2023-09-10 01:44:01.933617,2023-09-12 08:44:01.933617,2203,7536,8108
1865,2023-12-11 01:42:37.929486,2023-12-11 04:42:37.929486,6159,4705,2765
1866,2024-03-15 03:33:04.946741,2024-03-16 00:33:04.946741,769,167,7553
1867,2023-09-23 22:25:00.569219,2023-09-24 04:25:00.569219,3709,8776,5571
1868,2024-06-05 08:55:48.992095,2024-06-08 07:55:48.992095,6478,2104,315
1869,2024-05-30 09:47:17.696052,2024-05-31 12:47:17.696052,6214,5186,7976
1870,2023-10-15 07:02:48.494624,2023-10-17 04:02:48.494624,103,4071,172
1871,2024-01-26 05:50:13.867083,2024-01-29 00:50:13.867083,7227,5374,1686
1872,2023-10-06 17:07:58.565755,2023-10-08 07:07:58.565755,384,7821,3254
1873,2023-10-13 10:44:39.292029,2023-10-14 07:44:39.292029,6395,3527,8425
1874,2024-03-22 10:39:29.947844,2024-03-23 16:39:29.947844,3774,554,9098
1875,2023-06-16 03:00:35.572929,2023-06-18 21:00:35.572929,4091,8880,4963
1876,2023-09-23 07:45:23.806194,2023-09-24 01:45:23.806194,3068,1783,352
1877,2024-03-25 00:11:31.860051,2024-03-27 03:11:31.860051,3982,6095,5337
1878,2024-04-25 04:29:54.366172,2024-04-26 02:29:54.366172,8386,5243,1872
1879,2023-07-28 00:31:10.976976,2023-07-30 15:31:10.976976,5578,6305,2298
1880,2024-05-01 06:54:30.645887,2024-05-02 11:54:30.645887,9417,3260,545
1881,2024-02-09 19:07:11.150890,2024-02-11 08:07:11.150890,2548,7966,1252
1882,2023-10-25 21:36:03.720861,2023-10-27 08:36:03.720861,7571,4791,1738
1883,2023-10-04 10:55:21.075017,2023-10-06 11:55:21.075017,6748,4107,3610
1884,2023-11-03 00:37:20.638079,2023-11-04 13:37:20.638079,9185,7250,1471
1885,2023-08-23 20:03:55.967080,2023-08-24 00:03:55.967080,987,5411,6361
1886,2023-12-31 12:20:29.914707,2023-12-31 13:20:29.914707,9566,746,945
1887,2023-12-30 00:39:05.128184,2023-12-31 20:39:05.128184,2665,783,2811
1888,2023-07-02 04:35:32.136253,2023-07-04 01:35:32.136253,5373,3937,9903
1889,2024-03-21 13:31:03.694571,2024-03-22 13:31:03.694571,545,7696,1383
1890,2024-01-28 01:26:24.479367,2024-01-29 14:26:24.479367,4946,274,7647
1891,2024-01-14 07:43:20.423048,2024-01-15 23:43:20.423048,6227,3514,916
1892,2023-11-05 01:32:29.102714,2023-11-06 15:32:29.102714,8026,4839,635
1893,2024-02-10 07:44:42.478622,2024-02-13 05:44:42.478622,7475,5335,1569
1894,2023-06-19 01:34:47.765612,2023-06-19 10:34:47.765612,7511,9375,2903
1895,2023-10-27 18:35:35.346500,2023-10-29 07:35:35.346500,5500,2392,8054
1896,2023-09-18 04:03:07.160594,2023-09-20 23:03:07.160594,2960,9107,1975
1897,2024-02-07 15:20:03.107548,2024-02-08 16:20:03.107548,1054,616,9789
1898,2023-10-05 03:32:49.581553,2023-10-06 21:32:49.581553,9101,5946,4904
1899,2023-08-12 06:19:33.341380,2023-08-14 08:19:33.341380,803,9993,830
1900,2023-12-06 04:08:16.148227,2023-12-08 03:08:16.148227,2884,8380,5362
1901,2023-06-30 17:56:49.047331,2023-07-02 12:56:49.047331,5411,7715,1817
1902,2023-09-21 00:19:07.022239,2023-09-23 11:19:07.022239,3911,6121,122
1903,2024-04-25 19:16:38.646048,2024-04-26 02:16:38.646048,5756,6787,8956
1904,2024-01-15 11:48:55.489022,2024-01-17 10:48:55.489022,7647,6202,5336
1905,2024-06-03 13:12:25.700346,2024-06-04 23:12:25.700346,8181,641,7694
1906,2024-01-12 17:57:30.588424,2024-01-13 09:57:30.588424,8386,4190,7057
1907,2023-12-26 09:05:32.999465,2023-12-28 21:05:32.999465,7109,4844,3804
1908,2023-09-16 10:11:32.806903,2023-09-17 16:11:32.806903,8829,6720,9666
1909,2023-12-20 19:42:16.960089,2023-12-21 14:42:16.960089,4937,5774,1174
1910,2024-03-27 09:04:46.393011,2024-03-27 22:04:46.393011,1579,5972,2676
1911,2023-10-28 11:49:23.558912,2023-10-28 19:49:23.558912,3146,4145,5717
1912,2024-01-17 01:24:53.582119,2024-01-19 08:24:53.582119,7759,9490,9307
1913,2023-12-08 20:01:35.667816,2023-12-09 00:01:35.667816,8577,1107,1538
1914,2023-07-19 01:19:53.677909,2023-07-21 01:19:53.677909,9993,9182,8697
1915,2024-02-17 09:15:04.966430,2024-02-19 11:15:04.966430,56,6365,8107
1916,2023-09-03 07:30:42.445297,2023-09-06 03:30:42.445297,5012,2255,7141
1917,2023-08-12 05:20:48.113408,2023-08-14 01:20:48.113408,8450,8158,5638
1918,2023-09-19 00:16:55.086874,2023-09-20 20:16:55.086874,8246,8377,762
1919,2023-06-13 14:26:13.396581,2023-06-15 21:26:13.396581,1004,9311,2975
1920,2023-08-29 11:46:09.338578,2023-08-31 19:46:09.338578,9721,6886,4324
1921,2023-08-05 01:53:44.419053,2023-08-07 22:53:44.419053,7070,9339,6314
1922,2023-10-09 06:56:04.723644,2023-10-11 04:56:04.723644,4680,5992,5469
1923,2023-11-13 12:15:16.240241,2023-11-14 18:15:16.240241,9816,7560,8542
1924,2023-12-07 18:46:06.023932,2023-12-08 01:46:06.023932,1261,4220,8944
1925,2024-02-01 21:43:06.129738,2024-02-04 02:43:06.129738,6091,7789,9772
1926,2024-01-13 19:34:49.249992,2024-01-14 18:34:49.249992,4777,4972,8661
1927,2024-01-11 13:14:33.449388,2024-01-14 08:14:33.449388,5039,7676,4842
1928,2024-01-23 09:41:34.153578,2024-01-23 18:41:34.153578,316,9657,6285
1929,2023-10-18 18:50:24.780186,2023-10-18 22:50:24.780186,154,6186,3653
1930,2024-04-02 10:03:01.343238,2024-04-03 04:03:01.343238,1490,5139,7356
1931,2023-10-01 06:58:18.350549,2023-10-03 18:58:18.350549,1033,7953,4464
1932,2023-10-23 17:36:17.098777,2023-10-25 05:36:17.098777,5581,9052,3846
1933,2023-08-27 13:48:31.892148,2023-08-27 17:48:31.892148,4581,5092,9526
1934,2023-11-01 07:22:42.687705,2023-11-01 09:22:42.687705,3177,5812,6143
1935,2023-09-10 03:23:05.728380,2023-09-11 11:23:05.728380,7390,6102,4079
1936,2024-02-20 04:17:54.969408,2024-02-20 15:17:54.969408,5017,8221,7195
1937,2024-02-24 11:19:19.998770,2024-02-26 16:19:19.998770,1724,7004,1234
1938,2023-11-13 12:49:10.694076,2023-11-14 19:49:10.694076,9927,3423,3728
1939,2023-10-26 21:39:30.757577,2023-10-28 02:39:30.757577,3680,4,2135
1940,2023-12-23 13:09:24.260362,2023-12-24 05:09:24.260362,828,5225,623
1941,2024-02-29 15:32:46.101495,2024-03-03 00:32:46.101495,9642,670,5784
1942,2023-09-14 05:12:22.838324,2023-09-16 00:12:22.838324,3225,8485,9897
1943,2024-02-29 07:41:39.261022,2024-03-01 18:41:39.261022,1081,5705,472
1944,2024-02-16 10:30:47.731791,2024-02-18 09:30:47.731791,6951,21,6388
1945,2023-12-31 05:59:32.237484,2024-01-01 14:59:32.237484,9953,1156,6235
1946,2024-03-14 13:50:54.206757,2024-03-17 09:50:54.206757,4962,859,3821
1947,2024-02-15 22:03:45.626468,2024-02-18 08:03:45.626468,8909,4604,5547
1948,2024-01-13 14:14:34.278158,2024-01-14 18:14:34.278158,8170,8998,8880
1949,2024-06-03 01:54:38.849490,2024-06-04 17:54:38.849490,6203,5168,4422
1950,2023-12-12 12:33:48.894428,2023-12-13 20:33:48.894428,1046,8313,2490
1951,2023-11-29 20:52:14.544544,2023-11-30 03:52:14.544544,6522,5114,1697
1952,2023-11-17 13:20:30.083025,2023-11-17 21:20:30.083025,7637,3878,57
1953,2023-09-02 11:29:41.074006,2023-09-04 20:29:41.074006,8119,388,2295
1954,2023-08-02 11:23:26.421092,2023-08-05 06:23:26.421092,1322,118,439
1955,2024-02-26 08:24:34.682665,2024-02-26 23:24:34.682665,5266,5799,6763
1956,2023-12-30 04:57:20.336233,2024-01-01 10:57:20.336233,9558,8451,4062
1957,2024-04-04 09:35:45.506850,2024-04-07 06:35:45.506850,5219,4148,5098
1958,2024-02-12 14:52:13.686050,2024-02-15 08:52:13.686050,8700,1896,7348
1959,2024-01-29 13:47:47.178205,2024-01-31 16:47:47.178205,680,9021,6065
1960,2023-08-25 13:51:36.450593,2023-08-26 22:51:36.450593,6816,9885,698
1961,2024-03-22 07:57:32.652631,2024-03-22 16:57:32.652631,1295,7144,9458
1962,2023-12-27 20:12:21.364949,2023-12-29 11:12:21.364949,7108,45,53
1963,2024-01-22 15:09:17.173541,2024-01-22 17:09:17.173541,6157,8506,1293
1964,2024-03-17 09:49:02.580604,2024-03-19 22:49:02.580604,4610,9579,4065
1965,2023-12-13 13:42:47.686010,2023-12-14 20:42:47.686010,1772,1940,2055
1966,2023-11-27 23:48:23.791799,2023-11-30 08:48:23.791799,5128,3511,9896
1967,2024-05-28 02:03:40.883869,2024-05-30 21:03:40.883869,6007,2072,7235
1968,2023-11-18 07:30:32.446086,2023-11-20 22:30:32.446086,275,4219,2943
1969,2024-04-18 00:57:08.672334,2024-04-20 04:57:08.672334,9026,4928,9658
1970,2024-02-09 13:06:29.482598,2024-02-12 07:06:29.482598,7190,7115,586
1971,2024-04-28 18:10:22.724459,2024-05-01 09:10:22.724459,9448,2974,6
1972,2023-12-30 17:40:39.226500,2023-12-31 12:40:39.226500,6715,4923,6034
1973,2023-09-09 12:59:54.790389,2023-09-10 06:59:54.790389,8505,3021,1630
1974,2024-05-31 05:00:23.851611,2024-06-02 07:00:23.851611,9079,3343,6858
1975,2024-02-07 07:20:14.620387,2024-02-08 02:20:14.620387,3802,3411,1496
1976,2023-07-05 07:10:41.405574,2023-07-06 13:10:41.405574,9988,5578,130
1977,2023-09-20 03:02:10.682936,2023-09-20 13:02:10.682936,2508,6738,1751
1978,2023-07-18 05:29:23.621106,2023-07-19 05:29:23.621106,9574,1122,8191
1979,2024-02-07 21:35:36.657353,2024-02-09 16:35:36.657353,3253,3859,8689
1980,2023-11-15 07:26:43.153219,2023-11-17 19:26:43.153219,7921,1670,1524
1981,2023-08-05 11:45:36.384546,2023-08-05 21:45:36.384546,6618,1999,1986
1982,2023-08-06 14:25:15.046983,2023-08-08 08:25:15.046983,2429,2772,7399
1983,2024-01-31 07:25:16.160617,2024-02-02 07:25:16.160617,3899,7791,9003
1984,2023-10-16 04:16:58.457360,2023-10-17 19:16:58.457360,3970,5884,9719
1985,2023-09-03 03:43:05.884086,2023-09-03 18:43:05.884086,3697,5350,1698
1986,2023-07-26 20:07:33.467668,2023-07-28 03:07:33.467668,2812,8297,9006
1987,2023-12-28 22:40:23.571634,2023-12-30 09:40:23.571634,7321,5548,7222
1988,2024-04-26 00:42:09.343559,2024-04-28 17:42:09.343559,2645,9120,5336
1989,2023-08-24 02:23:49.662655,2023-08-24 20:23:49.662655,7252,6056,2399
1990,2023-08-30 21:16:34.639139,2023-09-02 21:16:34.639139,6224,4932,1478
1991,2023-12-18 00:17:00.718982,2023-12-19 02:17:00.718982,7077,1145,7684
1992,2023-07-09 21:55:00.839058,2023-07-12 16:55:00.839058,2855,4963,1971
1993,2023-11-10 23:02:23.057693,2023-11-12 12:02:23.057693,6181,8522,2735
1994,2024-04-28 11:41:47.625129,2024-04-30 20:41:47.625129,7680,3300,1625
1995,2023-11-04 13:07:51.285285,2023-11-07 12:07:51.285285,8432,1080,9551
1996,2024-02-24 21:57:21.558533,2024-02-26 17:57:21.558533,7516,4248,5290
1997,2023-09-24 21:28:31.041547,2023-09-27 12:28:31.041547,4832,46,4826
1998,2024-02-07 21:03:44.252019,2024-02-09 20:03:44.252019,2020,4359,9355
1999,2023-12-16 23:47:22.824722,2023-12-17 15:47:22.824722,6499,4249,681
2000,2023-12-04 19:53:15.625449,2023-12-06 08:53:15.625449,6298,5693,3189
2001,2024-05-02 01:58:55.190740,2024-05-03 18:58:55.190740,7550,9444,7714
2002,2024-01-24 02:58:59.526120,2024-01-24 07:58:59.526120,1935,5822,4183
2003,2023-10-10 19:22:18.099988,2023-10-12 09:22:18.099988,6489,9604,9508
2004,2024-03-04 07:26:50.222478,2024-03-04 17:26:50.222478,3541,6293,1671
2005,2023-07-29 20:04:16.198177,2023-08-01 12:04:16.198177,6057,1852,7391
2006,2023-06-14 10:10:32.796030,2023-06-17 00:10:32.796030,5314,40,5228
2007,2023-08-23 22:21:57.746557,2023-08-24 15:21:57.746557,8787,1806,2098
2008,2023-06-25 03:44:02.163754,2023-06-26 16:44:02.163754,2282,8049,6573
2009,2023-08-06 10:00:28.137081,2023-08-09 08:00:28.137081,109,9112,3853
2010,2024-01-17 06:11:26.824016,2024-01-19 02:11:26.824016,2962,8797,7852
2011,2023-12-06 20:52:58.924679,2023-12-08 07:52:58.924679,3596,1888,3859
2012,2023-07-27 20:38:35.763173,2023-07-29 11:38:35.763173,7439,9211,3180
2013,2024-05-25 04:03:43.537511,2024-05-25 10:03:43.537511,8300,2233,1604
2014,2023-10-23 21:17:10.543552,2023-10-25 21:17:10.543552,212,135,9543
2015,2023-07-21 08:06:45.941048,2023-07-23 08:06:45.941048,53,7064,1118
2016,2023-08-04 21:31:47.042090,2023-08-05 07:31:47.042090,3939,6440,314
2017,2023-09-24 06:04:35.376880,2023-09-25 02:04:35.376880,6734,1332,9397
2018,2024-05-19 19:34:28.414197,2024-05-22 16:34:28.414197,6987,2445,9365
2019,2023-08-13 07:26:40.505967,2023-08-14 02:26:40.505967,7773,378,3161
2020,2024-03-02 15:30:47.147097,2024-03-05 02:30:47.147097,2751,2080,4370
2021,2023-09-07 20:28:44.313464,2023-09-08 13:28:44.313464,3938,4701,8671
2022,2023-11-03 11:40:01.450546,2023-11-03 13:40:01.450546,6655,6221,7251
2023,2023-09-11 13:00:49.229833,2023-09-13 16:00:49.229833,9684,6931,4041
2024,2023-08-01 22:57:00.171790,2023-08-03 01:57:00.171790,9671,9490,4233
2025,2024-04-18 15:27:56.816855,2024-04-21 06:27:56.816855,5125,5068,7180
2026,2024-05-21 20:56:38.252722,2024-05-22 10:56:38.252722,4879,595,5106
2027,2023-12-09 17:21:27.935749,2023-12-11 08:21:27.935749,6445,4210,7758
2028,2023-08-17 11:31:08.796221,2023-08-19 06:31:08.796221,5283,9925,4468
2029,2024-05-15 11:31:26.194848,2024-05-15 16:31:26.194848,1046,2991,5273
2030,2023-10-06 22:05:59.060001,2023-10-07 05:05:59.060001,4714,965,2200
2031,2023-09-20 15:58:05.033534,2023-09-21 04:58:05.033534,3940,1747,4003
2032,2023-12-09 03:35:22.877228,2023-12-10 14:35:22.877228,3348,4764,3207
2033,2023-07-29 10:02:14.870941,2023-07-30 13:02:14.870941,1703,9267,3852
2034,2023-12-14 15:50:55.282499,2023-12-16 21:50:55.282499,4918,4586,8894
2035,2023-07-14 08:35:30.774739,2023-07-16 13:35:30.774739,9525,6512,614
2036,2024-03-16 11:06:53.517803,2024-03-16 17:06:53.517803,7419,481,7943
2037,2023-10-08 16:01:01.126183,2023-10-09 16:01:01.126183,6028,1710,7429
2038,2023-06-10 19:57:08.975043,2023-06-13 01:57:08.975043,2878,9306,7065
2039,2024-05-01 10:34:06.458922,2024-05-03 20:34:06.458922,9243,5855,515
2040,2023-07-20 08:24:55.521453,2023-07-21 00:24:55.521453,735,8766,2078
2041,2024-01-21 04:56:26.454927,2024-01-23 03:56:26.454927,4175,5441,1099
2042,2024-04-27 05:51:24.667809,2024-04-27 19:51:24.667809,2602,3933,1916
2043,2023-11-22 15:59:59.480245,2023-11-24 09:59:59.480245,7812,2156,346
2044,2023-11-12 05:50:19.294673,2023-11-15 02:50:19.294673,63,9764,9794
2045,2023-12-22 11:38:41.817102,2023-12-24 07:38:41.817102,8661,4530,9019
2046,2023-11-12 00:23:14.614864,2023-11-14 18:23:14.614864,9117,7909,479
2047,2023-09-06 23:28:30.831568,2023-09-08 04:28:30.831568,5067,7267,477
2048,2024-01-15 20:55:21.060301,2024-01-17 10:55:21.060301,6453,7274,531
2049,2023-11-19 01:21:15.195675,2023-11-20 08:21:15.195675,3851,2040,5085
2050,2024-04-12 16:02:49.665910,2024-04-14 19:02:49.665910,4727,9904,8270
2051,2024-01-18 05:14:04.958395,2024-01-20 04:14:04.958395,2446,1765,9434
2052,2023-09-14 06:16:29.505052,2023-09-16 19:16:29.505052,601,4164,7446
2053,2023-08-29 18:12:21.391033,2023-08-30 21:12:21.391033,5767,1035,737
2054,2023-08-15 11:28:05.481739,2023-08-16 11:28:05.481739,2775,688,9357
2055,2024-02-01 23:50:07.712344,2024-02-03 18:50:07.712344,9916,3105,5455
2056,2023-12-02 00:01:46.171334,2023-12-03 20:01:46.171334,2633,264,1458
2057,2023-07-21 13:45:57.018231,2023-07-24 09:45:57.018231,9338,6741,4849
2058,2023-12-22 21:25:26.655928,2023-12-23 15:25:26.655928,8314,9997,4108
2059,2023-12-26 15:51:18.360537,2023-12-27 08:51:18.360537,8815,4441,978
2060,2023-09-21 11:56:58.395762,2023-09-23 20:56:58.395762,7433,8808,9903
2061,2024-03-29 16:17:55.381653,2024-04-01 14:17:55.381653,6231,4186,808
2062,2023-07-24 22:58:56.017305,2023-07-25 08:58:56.017305,4342,2449,2483
2063,2024-04-23 20:30:46.708566,2024-04-26 02:30:46.708566,408,2529,9017
2064,2023-08-25 11:30:16.137825,2023-08-28 08:30:16.137825,1839,321,26
2065,2023-08-25 19:55:43.335721,2023-08-26 19:55:43.335721,379,8068,6153
2066,2023-12-19 07:17:38.499464,2023-12-19 21:17:38.499464,5913,6629,5856
2067,2023-07-05 07:29:38.248322,2023-07-05 15:29:38.248322,3161,923,9425
2068,2023-07-12 06:30:16.129033,2023-07-13 15:30:16.129033,8348,7416,7459
2069,2023-10-21 18:43:59.183746,2023-10-23 09:43:59.183746,4014,9436,8337
2070,2023-06-17 22:56:33.348436,2023-06-19 05:56:33.348436,3893,6447,9058
2071,2024-01-26 17:30:50.014649,2024-01-28 00:30:50.014649,1566,5330,1264
2072,2023-08-10 05:36:17.916644,2023-08-11 07:36:17.916644,2206,3506,3929
2073,2023-11-30 07:13:07.510845,2023-12-01 13:13:07.510845,2937,287,4857
2074,2024-02-10 22:56:14.964557,2024-02-11 04:56:14.964557,7140,1631,2550
2075,2024-03-30 05:16:32.112377,2024-03-31 03:16:32.112377,1598,8180,9367
2076,2023-10-15 04:55:49.203967,2023-10-15 16:55:49.203967,9799,1720,7282
2077,2023-08-17 19:09:03.484422,2023-08-18 18:09:03.484422,6163,6691,8187
2078,2023-08-28 13:26:11.696769,2023-08-29 21:26:11.696769,4287,1598,7440
2079,2023-10-15 22:59:34.016312,2023-10-17 22:59:34.016312,3381,3376,6962
2080,2024-05-29 13:17:14.231400,2024-06-01 04:17:14.231400,4484,4502,6838
2081,2023-08-01 00:44:51.794897,2023-08-02 15:44:51.794897,1982,9222,514
2082,2023-10-24 18:59:47.408014,2023-10-27 18:59:47.408014,9678,3158,4114
2083,2023-06-17 04:29:57.918014,2023-06-18 01:29:57.918014,2038,9031,826
2084,2023-07-27 21:24:54.008260,2023-07-28 06:24:54.008260,3647,8132,1902
2085,2023-09-12 13:00:03.304162,2023-09-13 12:00:03.304162,7087,1022,6905
2086,2024-03-06 06:13:21.075761,2024-03-08 07:13:21.075761,7576,1884,9242
2087,2024-04-28 19:39:31.250238,2024-04-30 08:39:31.250238,5731,8929,7433
2088,2024-01-28 04:57:23.131405,2024-01-29 22:57:23.131405,4043,1638,7811
2089,2023-11-23 05:33:30.894740,2023-11-25 20:33:30.894740,2236,1615,1743
2090,2024-04-09 06:17:30.432488,2024-04-09 16:17:30.432488,5106,9369,4347
2091,2023-09-25 18:09:46.254494,2023-09-26 16:09:46.254494,3097,6493,3777
2092,2023-08-12 12:53:31.842249,2023-08-15 11:53:31.842249,153,1430,6361
2093,2024-04-13 21:32:07.974349,2024-04-15 17:32:07.974349,3258,7771,7847
2094,2024-02-20 20:24:11.922050,2024-02-22 17:24:11.922050,6715,7313,3675
2095,2023-08-01 00:17:28.761317,2023-08-01 09:17:28.761317,7973,2022,7279
2096,2023-12-03 15:57:18.281008,2023-12-05 06:57:18.281008,9332,8210,8444
2097,2024-03-24 20:03:28.836512,2024-03-26 16:03:28.836512,7558,3677,2997
2098,2023-10-18 05:01:37.353464,2023-10-18 21:01:37.353464,2911,475,5195
2099,2023-10-19 03:41:13.090059,2023-10-22 01:41:13.090059,8345,6333,6421
2100,2023-10-13 19:09:10.177540,2023-10-15 11:09:10.177540,2025,3692,4813
2101,2024-03-29 12:16:40.864714,2024-03-31 22:16:40.864714,1124,213,3707
2102,2024-03-02 19:06:52.979416,2024-03-04 02:06:52.979416,889,9766,4441
2103,2024-02-10 06:32:28.719784,2024-02-10 10:32:28.719784,4625,5648,2346
2104,2023-11-17 01:48:38.631230,2023-11-19 16:48:38.631230,7427,963,9367
2105,2023-10-06 14:11:41.251775,2023-10-06 18:11:41.251775,6467,959,310
2106,2024-03-26 03:35:34.753233,2024-03-26 10:35:34.753233,6640,2063,5158
2107,2024-06-05 01:15:47.174420,2024-06-05 10:15:47.174420,2435,7575,9727
2108,2023-08-29 19:25:36.263446,2023-08-30 13:25:36.263446,5633,2386,9880
2109,2024-04-14 17:20:47.869572,2024-04-17 09:20:47.869572,2198,5417,6998
2110,2023-12-24 15:10:52.238572,2023-12-24 22:10:52.238572,4399,3607,27
2111,2023-10-09 15:19:48.879914,2023-10-12 09:19:48.879914,9302,5141,8058
2112,2023-07-01 06:58:01.590200,2023-07-03 19:58:01.590200,716,7275,9133
2113,2023-11-02 04:52:06.000947,2023-11-04 21:52:06.000947,5071,5416,4329
2114,2023-10-03 20:02:10.519750,2023-10-05 22:02:10.519750,5690,3879,6285
2115,2024-02-06 09:32:08.025553,2024-02-07 10:32:08.025553,9727,4117,3386
2116,2024-01-09 13:54:02.362244,2024-01-09 23:54:02.362244,3896,7957,1321
2117,2023-06-12 05:25:48.105211,2023-06-12 23:25:48.105211,6843,7213,6684
2118,2024-05-19 05:10:22.966879,2024-05-20 13:10:22.966879,4795,7781,5686
2119,2024-01-08 05:10:57.350888,2024-01-10 11:10:57.350888,8098,7647,7264
2120,2023-07-01 17:28:32.065383,2023-07-03 19:28:32.065383,7775,7285,280
2121,2023-08-11 22:23:18.642323,2023-08-13 06:23:18.642323,4762,891,3161
2122,2023-07-26 05:32:00.427819,2023-07-27 01:32:00.427819,5464,5822,7238
2123,2023-08-17 15:59:13.393230,2023-08-20 01:59:13.393230,5432,6210,8651
2124,2024-03-04 05:06:42.984026,2024-03-06 01:06:42.984026,8126,2418,1146
2125,2024-05-17 06:09:46.492351,2024-05-17 17:09:46.492351,8371,9765,3217
2126,2024-05-06 05:32:58.191151,2024-05-06 16:32:58.191151,1603,2940,7848
2127,2023-09-10 15:49:58.620826,2023-09-11 14:49:58.620826,8713,6557,6523
2128,2024-01-14 16:16:44.843878,2024-01-15 21:16:44.843878,5874,7622,4040
2129,2024-05-24 11:17:54.086506,2024-05-27 03:17:54.086506,4966,1753,4994
2130,2023-08-16 16:23:49.883806,2023-08-18 11:23:49.883806,6704,3676,123
2131,2023-12-08 20:52:43.043863,2023-12-11 06:52:43.043863,9145,9664,2644
2132,2024-04-07 17:32:43.665971,2024-04-08 05:32:43.665971,5769,8925,5986
2133,2024-03-13 15:38:30.582463,2024-03-16 05:38:30.582463,189,1915,5924
2134,2024-02-25 03:53:14.592754,2024-02-27 19:53:14.592754,1128,8609,5112
2135,2023-10-27 12:45:49.608423,2023-10-27 17:45:49.608423,1818,5050,6641
2136,2023-09-23 11:41:30.060494,2023-09-25 17:41:30.060494,2400,8706,6866
